"","new_line","line","month","day","protest","march.demonstration","strike","occupation","blockade","hunger.strike","location","number","police","violence","damage","organization","text"
"23",33,49,0,0,1,0,1,0,0,0,"Tegucigalpa, Francisco Moraz�n","",0,0,0,"Los m�dicos internos del Hospital Escuela de Tegucigalpa","Los médicos internos del Hospital Escuela de Tegucigalpa y de los principales centros asistenciales del país, paralizan sus labores cubriendo sólo las emergencias para exigir que las labores de camilleros y enfermería entre otras, las cumplan los encargados de las mismas."
"24",37,53,0,0,0,0,0,0,0,0,"","",0,0,0,"","Los médicos internos suspenden el paro de labores que mantienen desde hace 5 días, dado que las autoridades se comprometen a cumplir con las demandas solicitadas."
"3",41,57,0,0,1,1,0,0,0,0,"Tegucigalpa, Francisco Moraz�n","100~",0,0,0,"Ind�genas de Intibuc�, Comit� de Organizaciones Populares e Ind�genas de Honduras (COPINH)","Aproximadamente 100 indígenas de Intibucá, agrupados en el Comité de Organizaciones Populares e Indígenas de Honduras (COPINH), se crucifican frente a la Casa Presidencial, en 18 cruces que representan los departamentos del país, para exigir del gobierno más interés en la solución a sus problemas, en protesta por la impunidad en la muerte de 500 líderes indígenas durante los últimos 5 años y por los flagelos que afectan a los hondureños, como el inequidad, el PPP, el TLC con EE.UU., el ALCA, el analfabetismo y la Globalización."
"28",45,61,0,0,1,1,0,0,0,0,"","100+",0,0,0,"Bloque Popular","Más de 100 manifestantes aglutinados en el Bloque Popular realizan una protesta frente al hotel donde se llevan adelante las negociaciones del TLC con EE.UU."
"14",49,65,0,0,0,0,0,0,0,0,"","",0,0,0,"","Finaliza en Tegucigalpa la quinta ronda de negociaciones para lograr un TLC entre EE.UU. y Centroamérica, con resultados poco alentadores luego de que Guatemala planteara la desgravación de un número mayor de productos en la puesta en marcha del acuerdo que los ofrecidos por el resto de los cuatro países centroamericanos. "
"15",50,71,0,0,1,1,0,0,0,0,"Juticalpa, Olancho","2500+",0,0,0,"Grupos ambientalistas","Frente a la catedral de Juticalpa, departamento de Olancho, más de 2.500 personas, inician la “Marcha por la vida” de los grupos ambientalistas, organizada por el cura párroco de Salamá, Andrés Tamayo. La manifestación se dirige a Tegucigalpa para pedir el cese de la tala de bosques y que se protejan las fuentes de agua."
"25",54,75,0,0,1,1,0,0,0,0,"Tegucigalpa, Francisco Moraz�n","1000+",0,0,0,"Grupos ambientalistas","Luego de 7 días de caminata y con el refuerzo de miles de personas de diferentes organizaciones y estudiantes, finaliza con un acto frente a la Casa de Gobierno en Tegucigalpa la “Marcha por la Vida”. El padre Tamayo exige a las autoridades que se detenga la tala de árboles y no más concesiones mineras."
"18",56,45,1,0,0,0,0,0,0,0,"","",0,0,0,"","Julio Jueves 3"
"19",56,77,1,0,0,0,0,0,0,0,"","",0,0,0,"","Julio Jueves 3"
"34",58,81,0,0,1,0,0,0,1,0,"","1000+",0,0,0,"","Unos 100 empresarios ligados a la explotación del bosque, junto con más de 1.000 de sus empleados cortan parcialmente la carretera que une Francisco Morazán y Olancho, para protestar por los constantes ataques a sus vehículos, equipos de trabajo y los atentados contra sus vidas a manos de ambientalistas. Exigen que la iglesia católica expulse del país al párroco de Salamá, padre Andrés Tamayo y a su asistente Osmín Flores, y que se desarme a los grupos ambientalistas leales al primero, entre otras cuestiones."
"12",62,85,0,0,1,0,0,0,1,0,"San Pedro Sula, Cort�s","1500~",0,0,0,"Alumnos del Instituto Jos� Trinidad Reyes","En el segundo día de protestas, unos 1.500 alumnos del instituto José Trinidad Reyes de San Pedro Sula toman durante 2 hs el peaje de la carretera que comunica esta ciudad con Puerto Cortés, en reclamo de más mobiliario, aulas y docentes y del pago de los salarios a maestros de 24 secciones nocturnas."
"7",63,87,0,0,1,0,0,0,1,0,"","600+",0,0,0,"","Cerca de 600 familias afiliadas a 45 empresas asociativas campesinas, organizadas en el MCA, afectadas por la catástrofe del huracán Mitch en 1998, cortan la carretera entre Tocoa y Trujillo, exigiendo al gobierno que cumpla con la promesa de titular sus tierras."
"1",67,91,0,0,1,0,1,0,0,0,"San Pedro Sula, Cort�s","",0,0,0,"","Alumnos de 6 institutos oficiales de San Pedro Sula paralizan las clases en protesta por la nueva medida que será aplicada por la Secretaría de Educación, de incrementar la nota mínima de aprobación y por las malas condiciones educativas. Protestas similares se repiten en Tegucigalpa y en el resto del país."
"26",70,98,0,0,1,1,0,0,0,0,"Tegucigalpa, Francisco Moraz�n","",0,0,0,"","Luego de que el canciller Guillermo Pérez Cadalso presenta su renuncia al cargo para lanzar su candidatura a la rectoría de la UNAH en el Claustro Pleno convocado a tal fin para el 30 de julio próximo, docentes y estudiantes marchan hasta el Congreso Nacional, en protesta por la imposición de un candidato de parte del gobierno. Exigen la instalación de un Consejo de Transición Universitario durante un año, tiempo que deberá ser utilizado para llevar adelante las reformas necesarias en la casa de estudios."
"5",74,102,0,0,1,0,0,1,0,0,"Tegucigalpa, Francisco Moraz�n","2000~",0,0,0,"","Cerca de 2 mil personas, representantes de unas 250 organizaciones sociales de 15 países de Mesoamérica, el Caribe, Africa y Europa, clausuran en Tegucigalpa el IV Foro Mesoamericano por la Autodeterminación y Resistencia de los Pueblos, con una marcha hasta la Casa de Gobierno, donde leen una declaración que reprocha las privatizaciones, la homogeneización de los mercados, la falta de empleos y piden que no se apruebe el TLC con EE.UU. En la declaración también se exige la desmilitarización y retiro inmediato de las bases militares estadounidenses, además de la eliminación inmediata de los presupuestos militares y de los ejércitos."
"4",78,106,0,0,1,0,0,0,1,0,"","100+",0,0,0,"","Centenares de pobladores, representantes de 220 comunidades de 12 municipios del norte de Santa Bárbara, cortan por tiempo indefinido la carretera de Occidente, a la altura de las comunidades de La Flecha y 6 de Mayo, para lograr del gobierno la ejecución de 525 proyectos de beneficio social, como la apertura de carreteras secundarias, instalación de agua potable, alcantarillado, energía eléctrica, construcción de centros educativos y de salud, y servicio telefónico comunitario, entre otros. "
"13",82,110,0,0,0,0,0,0,0,0,"","",0,0,0,"","En medio de un enfrentamiento entre miembros del Frente de Reforma Universitaria (FRU) y de la Fuerza Universitaria Revolucionaria (FUR) con un grupo de estudiantes del FUUD, el Claustro Pleno Universitario elige al ex canciller Guillermo Pérez Cadalso como nuevo rector de la UNAH, en sustitución del interino Raúl Santos. Luego de permanecer 35 hs tomada, y tras acuerdos parciales con el gobierno que plantean reuniones en la capital el próximo martes entre los manifestantes y los ministros involucrados en sus peticiones, los pobladores de 220 comunidades del departamento Santa Bárbara, despejan la carretera internacional al Occidente del país que comunica con Guatemala y El Salvador."
"2",86,121,0,0,1,0,0,0,1,0,"Villanueva, Cort�s","",0,0,0,"Alumnos y maestros del Instituto Uni�n y Esfuerzo","Alumnos y maestros del Instituto Unión y Esfuerzo de Villanueva, Cortés, cortan la carretera que conduce a Tegucigalpa para exigir el pago de salarios adeudados desde febrero a cerca de 40 docentes de las nuevas secciones que se abrieron este año, la construcción de un nuevo edificio, la dotación de material didáctico y contra el pretendido incremento de la nota mínima para pasar de año a partir del próximo período lectivo. Los cortes de ruta se repiten en El Progreso y en Santa Rita, al tiempo que estudiantes de otras instituciones educativas de Cortés se declaran en huelga de 24 hs convocados por la Federación Nacional de Estudiantes de Secundaria de Honduras (FENAESH)."
"9",90,125,0,0,0,0,0,0,0,0,"","",0,0,0,"","Con el voto unánime de los diputados del Congreso Nacional se aprueban las reformas al artículo 332 del Código Penal, más conocido como Ley Antimaras, para sancionar con severas penas a las pandillas en todo el territorio nacional."
"31",94,129,0,0,0,0,0,0,0,0,"","",0,0,0,"","Parten rumbo a España, donde recibirán entrenamiento a cargo de especialistas norteamericanos en tácticas de guerra irregular, el primer contingente del denominado Batallón Expedicionario Xatruch, compuesto por 370 soldados, quienes realizarán una misión de paz en Irak."
"32",98,133,0,0,0,0,0,0,0,0,"","",0,0,0,"","Pese al rechazo de diferentes sectores, el Congreso Nacional aprueba en el segundo y último debate y con el voto exclusivo de los diputados nacionalistas, democristianos y liberales, el dictamen de la Ley Marco del Sector Agua Potable y Alcantarillado Sanitario, a cambio de la cual el Banco Interamericano de Desarrollo (BID) otorgará 80 millones de dólares para 22 municipalidades. "
"37",102,137,0,0,1,1,0,0,0,0,"","500~",0,0,0,"Ind�genas Lencas, Comit� de Organizaciones Populares e Ind�genas de Honduras (COPINH)","Unos 500 indígenas lencas pertenecientes al COPINH, provenientes de Intibucá y Lempira, protestan en los bajos del Congreso para que no se aprueben la Ley de Servicio Civil, ni la Ley para la Reducción de la Pobreza mediante la normalización de la Ley Predial y de las Actividades Económicas, y se deroguen la nueva ley de aguas y la catastral."
"11",106,141,0,0,0,0,0,0,0,0,"","",0,0,0,"","En el marco de la aplicación de la recientemente sancionada ley antimaras, comienza la “Operación Libertad” en San Pedro Sula, con el arresto de 50 pandilleros y el decomiso de tres fardos de marihuana, armas y granadas de fragmentación por parte de la Policía Nacional."
"29",109,148,0,0,1,1,0,0,0,0,"Tegucigalpa, Francisco Moraz�n","5000+",0,0,0,"","Más de 5 mil maestros del departamento de Francisco Morazán, paran sus actividades y marchan por las calles de Tegucigalpa hasta el Congreso Nacional, al tiempo que amenazan con darle alcance nacional a la medida. La protesta es contra la nueva Ley de Servicio Civil que eliminará gran parte de las conquistas laborales del sector."
"10",113,152,0,0,1,0,0,0,0,1,"","22",0,0,0,"Comit� de Organizaciones Populares e Ind�genas de Honduras (COPINH)","Después de que 36 indígenas agrupados en el COPINH cumplen 24 hs sin ingerir alimentos, otro grupo de 22 comienza un nuevo  ayuno en los accesos a la casa de gobierno como parte de una actividad de protesta que comprende también plantones en los bajos del Congreso Nacional y el apoyo a la marcha por la dignidad a realizarse el día siguiente."
"30",117,156,0,0,1,1,0,0,0,0,"Tegucigalpa, Francisco Moraz�n","15000+",1,1,1,"Bloque Popular","Miembros de centrales obreras, del Bloque Popular, organizaciones indígenas, médicos, enfermeras y docentes de primaria y media, toman las salidas de Tegucigalpa, dejando incomunicada a la capital, en protesta por la aprobación de las leyes de agua y saneamiento básico, la de servicio civil y la normativa de titulación de tierras y propiedades. Los más de 15 mil manifestantes realizan luego la Marcha por la Dignidad desde los cortes de carretera hasta reunirse frente al Congreso Nacional, donde la marcha termina en un feroz enfrentamiento de más de una hora con efectivos de la Policía Preventiva dejando un saldo de por lo menos 30 heridos, 10 detenidos y varios negocios dañados."
