"","new_line","line","month","day","protest","march.demonstration","strike","occupation","blockade","hunger.strike","location","number","police","violence","damage","organization","text"
"21",29,38,0,0,1,0,1,0,0,0,"Ahuachap�n, Ahuachap�n","50",0,0,0,"Sindicato de Trabajadores Municipales (SITRAM), Asociaci�n de Trabajadores Municipales (ATRAM)","Un grupo de 50 trabajadores del servicio de recolección de basura de Ahuachapán, nucleados en el Sindicato de Trabajadores Municipales (SITRAM) y la Asociación de Trabajadores Municipales (ATRAM), inicia un paro de actividades por tiempo indefinido y se manifiesta frente al edificio municipal para exigir un aumento salarial de 500 colones y la dotación de implementos de limpieza. "
"4",33,42,0,0,1,1,0,0,0,0,"San Salvador, San Salvador","100+",0,0,0,"","Cientos de personas se movilizan por el centro de San Salvador hacia la embajada estadounidense para manifestar su rechazo a la guerra contra Irak declarada por los Estados Unidos. La marcha comienza con la recolección de firmas contra el Área de Libre Comercio de las Américas (ALCA), el TLC entre Centroamérica y los Estados Unidos y el Plan Puebla Panamá (PPP) y concluye con la realización de un festival contra el neoliberalismo."
"1",37,46,0,0,1,0,0,1,0,0,"San Salvador, San Salvador","150~",1,0,0,"Trabajadores de la Salud","Alrededor de 150 médicos y trabajadores de la salud se manifiestan en las puertas del edificio central del ISSS para expresar su rechazo a la privatización de la salud. Unos 30 manifestantes ingresan al lugar y ocupan las instalaciones hasta que los efectivos de la UMO desalojan el lugar mediante disparos de balas de goma y gases lacrimógenos. Como consecuencia de los acontecimientos, un médico es detenido y 26 personas demandadas por la dirección del Instituto."
"11",40,53,0,0,0,0,0,0,0,0,"","",0,0,0,"","La Alcaldía de Ahuachapán y los trabajadores del servicio de recolección de residuos firman un acuerdo que pone fin al conflicto por el reclamo salarial. El documento establece un aumento de 175 colones en el salario de los empleados municipales y la dotación de materiales de trabajo."
"5",44,57,0,0,0,0,0,0,0,0,"","",0,0,0,"","El presidente Francisco Flores expresa su apoyo a la guerra contra Irak declarada  por los Estados Unidos."
"14",46,59,1,0,0,0,0,0,0,0,"","",0,0,0,"","Marzo Miércoles 5"
"18",48,63,0,0,1,1,0,0,0,0,"San Salvador, San Salvador","",0,0,0,"Trabajadores de la Salud, Asociaci�n M�dica Nacional (AMENA)","Trabajadores de la salud del ISSS marchan, convocados por la Asociación Médica Nacional (AMENA), desde los hospitales Rosales, Maternidad, Especialidades, Oncología y Médico-Quirúrgico, de San Salvador, hacia el Ministerio de Salud para exigir la renuncia del titular del área y rechazar la privatización del servicio."
"23",52,67,0,0,1,0,0,0,1,0,"San Salvador, San Salvador","",0,0,0,"Sindicato de Trabajadores de Telecomunicaciones de El Salvador (SITTEL)","Un grupo de afiliados al Sindicato de Trabajadores de Telecomunicaciones de El Salvador (SITTEL) bloquea la calle Rubén Darío en el centro de San Salvador en protesta por el despido de 50 empleados, la reducción generalizada de salarios y en rechazo al alza de las tarifas decretada por la empresa Telecom la cual maneja el 90% "
"15",57,71,0,0,1,1,0,0,0,0,"San Salvador, San Salvador","1000+",0,0,0,"","Miles de personas, entre médicos, trabajadores de la salud, estudiantes, obreros, campesinos y transportistas recorren las principales calles del centro de San Salvador en la denominada sexta marcha blanca organizada por el gremio médico y un conjunto de organizaciones sociales para manifestar su rechazo a la privatización de la salud."
"3",61,75,0,0,1,1,0,0,0,0,"San Salvador, San Salvador","100+",0,0,0,"Asociaci�n de Acad�micos de la Universidad de El Salvador (ASAUES)","Cientos de estudiantes de la UES, con el apoyo de la Asociación de Académicos de la Universidad de El Salvador (ASAUES), se movilizan por las calles de San Salvador para expresar su rechazo a la intervención militar de los Estados Unidos a Irak iniciada el pasado 19 de marzo."
"13",65,82,0,0,1,1,0,0,0,0,"San Salvador, San Salvador","12+",0,0,0,"Asociaci�n Departamental de Comunidades Afectadas por el Anillo Perif�rico","La Asociación Departamental de Comunidades Afectadas por el Anillo Periférico realiza una marcha por la ciudad de San Salvador en la que decenas de ciudadanos manifiestan su rechazo a la construcción de la autopista, puesto que el desarrollo de las obras implica la destrucción de un gran número de viviendas."
"16",69,88,0,0,1,1,0,0,0,0,"San Salvador, San Salvador","",0,0,0,"Frente Farabundo Mart� para la Liberaci�n Nacional (FMLN)","Militantes de diversos partidos de izquierda, junto a diputados y alcaldes del Frente Farabundo Martí para la Liberación Nacional (FMLN), trabajadores, campesinos, empleados públicos y miembros del recién creado Movimiento Popular de Resistencia 12 de Octubre (MPR-12),  marchan desde el centro de San Salvador hacia el hotel en el que se realiza la tercera ronda de negociaciones para la firma de un TLC entre Centroamérica y los Estados Unidos, para expresar su repudio al acuerdo comercial y a la guerra contra Irak. En las inmediaciones del hotel, efectivos de la UMO impiden el desplazamiento de los manifestantes por lo que se producen enfrentamientos entre ambos sectores. Luego de los incidentes, se realiza un acto en una plaza céntrica para terminar en las puertas del hospital Médico Quirúrgico en apoyo a la huelga de los médicos y trabajadores del ISSS."
"2",73,92,0,0,1,1,0,0,0,0,"San Salvador, San Salvador","100+",0,0,0,"Trabajadores de la Salud","Cientos de ciudadanos marchan por el centro de San Salvador y se concentran frente al Hospital Médico Quirúrgico en apoyo a la huelga protagonizada por médicos y trabajadores del ISSS en rechazo a la privatización de la salud y en repudio a la guerra que la coalición liderada por los Estados Unidos lleva adelante contra Irak."
"12",77,96,0,0,0,0,0,0,0,0,"","",0,0,0,"","La Asamblea Legislativa aprueba el decreto de amnistía presentado por el Presidente de la República por el cual los médicos que se encuentran en huelga podrán volver a sus puestos de trabajo sin recibir sanciones ni descuentos."
"10",81,100,0,0,1,1,0,0,0,0,"","",0,0,0,"Sindicato de M�dicos y Trabajadores del ISSS (SIMETRISSS)","Integrantes del SIMETRISSS se concentran frente a las oficinas administrativas del ISSS para reclamar que el decreto que garantiza la estabilidad laboral de los trabajadores del Instituto aprobado hace 13 días sea sancionado y publicado en el boletín oficial para que entre en vigencia."
