"","new_line","line","month","day","protest","march.demonstration","strike","occupation","blockade","hunger.strike","location","number","police","violence","damage","organization","text"
"16",39,124,0,0,1,0,0,1,0,0,"Zacatecas, Zacatecas","50~",0,0,0,"Docentes del Universidad Aut�noma de Zacatecas (UAZ)","Alrededor de 50 docentes de la Universidad Autónoma de Zacatecas (UAZ), simpatizantes de Jorge Luis Chavira Sánchez, ex candidato a la rectoría, se apoderan de las oficinas centrales y del centro de cuidado infantil de esa casa de estudios para exigir al rector electo, Francisco Javier Domínguez Garay, que nombre secretario general a Chavira Sánchez. "
"114",42,126,0,0,1,0,0,1,0,0,"Carlos A. Carrillo, Veracruz","",1,0,0,"","Obreros afiliados al sindicato independiente del ingenio azucarero San Cristóbal, en el municipio de Carlos A. Carrillo, Veracruz, se enfrentan con policías de la Secretaría de Seguridad Pública (SSP) estatal que intentan desalojarlos de la alcaldía de esa localidad, que mantienen bloqueada desde el 21 de agosto. "
"111",44,128,0,0,1,0,0,0,1,0,"Chilpancingo de los Bravo, Guerrero","",0,0,0,"Coordinadora Estatal de Trabajadores de la Educaci�n en Guerrero (CETEG)","Miembros de la Coordinadora Estatal de Trabajadores de la Educación en Guerrero (CETEG), estudiantes y egresados de normales públicas de la entidad bloquean las instalaciones del Congreso local e inician un plantón permanente en el palacio de gobierno de Chilpancingo, para exigir al gobernador Zeferino Torreblanca que rechace la ACE. "
"121",49,132,0,0,1,0,0,0,1,0,"Cuernavaca, Morelos","",0,0,0,"Trabajadores de la Educaci�n (SNTE)","Profesores de la sección 19 del SNTE de Morelos toman las casetas de cuota de la carretera México-Cuernavaca como una medida más de presión para manifestar su descontento contra la ACE, firmada por la dirigente del gremio, Elba Esther Gordillo, y el gobierno federal. "
"4",51,138,0,0,1,0,0,0,1,0,"Oaxaca de Ju�rez, Oaxaca","",1,1,0,"Trabajadores de la Educaci�n (SNTE)","Agentes de la Unidad Policial de Operaciones Especiales (UPOE) de Oaxaca dispersan con gases lacrimógenos a profesores de la sección 22 del SNTE que bloqueaban la carretera internacional Cristóbal Colón, frente a las oficinas del Instituto Estatal de Educación Pública de Oaxaca (IEEPO). "
"44",53,140,0,0,0,0,0,0,0,0,"","",0,0,0,"","El presidente de la Comisión Nacional de los Derechos Humanos (CNDH), José Luis Soberanes Fernández, anuncia la constitución de un frente común entre los organismos públicos de defensa de los derechos humanos –en el que participan 28 comisiones estatales y la CNDH– para vigilar que se cumplan las acciones del Acuerdo Nacional por la Seguridad, la Justicia y la Legalidad y pide que “se realice una limpia en todas las instituciones de seguridad pública y de procuración de justicia, porque el crimen organizado se ha infiltrado en ellas; mientras eso no se haga, todas las acciones que se emprendan en materia de seguridad serán inútiles”. "
"59",55,142,0,0,0,0,0,0,0,0,"","",0,0,0,"","Familiares de la indígena Susana Xocua Tezoco, hallada muerta el 25 de mayo en el poblado San José Independencia, en la sierra de Zongolica, Veracruz, impugnan el dictamen de la Procuraduría estatal que determinó que el deceso se debió a “causas naturales” (peritonitis aguda causada por pancreatitis necrosante), y descartó abuso sexual y asesinato. "
"30",57,144,0,0,1,0,0,1,0,0,"Chilpancingo de los Bravo, Guerrero","",0,0,0,"Ind�genas Mixtecos de la Costa Chica","Decenas de indígenas mixtecos de la Costa Chica ocupan las oficinas de la Comisión Estatal para el Desarrollo de los Pueblos Indígenas y de la Secretaría de Comunicaciones y Transportes (SCyT), en Chilpancingo, Guerrero, para exigir una carretera y una escuela secundaria. Pedro Martínez Plácido, vocero de los inconformes, asegura que la vía, solicitada hace 5 años, comunicará a miles de habitantes de las comunidades de Arroyo Chía, Potrerillo Cuapinole, Tuxtepec, Buena Vista, Río Iguapa y Los Ramales, municipio de San Luis Acatlán. "
"119",59,146,0,0,1,1,0,0,0,0,"Heroica Veracruz, Veracruz","",0,0,0,"","Personas discapacitadas marchan por el puerto de Veracruz para oponerse al aumento hasta de 2 pesos a las tarifas de transporte urbano y suburbano, que demandan concesionarios del estado. Los inconformes exigen que las unidades sean equipadas con accesorios para discapacitados. "
"120",64,150,0,0,1,1,0,0,0,0,"Ciudad de M�xico, Distrito Federal","",0,0,0,"Movimiento Proletario Independiente","Pobladores de San Salvador Atenco, miembros del Movimiento Proletario Independiente, académicos de la Universidad de Chapingo y estudiantes de la UNAM se manifiestan frente a las instalaciones de la Suprema Corte de Justicia de la Nación (SCJN), para protestar por la pena de 40 años de prisión que impuso un juez penal del fuero común al líder del Frente de Pueblos en Defensa de la Tierra (FPDT), Ignacio del Valle.  "
"24",66,155,0,0,1,1,0,0,0,0,"Mangas, Hidalgo","",1,1,0,"Campesinos","Campesinos de la comunidad Mangas, que se disputan casi 2 mil has con el municipio de Mixquiahuala, en el estado de Hidalgo, se enfrentan esta mañana con agentes del Grupo Fuerza de Tarea que intentan desalojarlos, lo que deja como saldo 5 policías heridos a pedradas. Comuneros y uniformados –quienes arrojan gases lacrimógenos– se enfrentan nuevamente 5 hs después, cuando los agricultores dialogaban con autoridades de la SSP. En la segunda confrontación, efectivos de la policía ministerial retienen a labriegos que llevaban tubos, piedras y palos como armas. En ese momento detienen a Sabino Juárez Corona, dirigente del Consejo Agrarista Mexicano, acusado por ejidatarios del vecino municipio de Mixquiahuala, de invasión de tierras y despojo. Los cuerpos policíacos arrestan a otras 20 personas, de quienes sólo son consignadas 3, entre ellas Juárez Corona. "
"18",68,157,0,0,1,0,0,1,0,0,"Tuxtla Guti�rrez, Chiapas","",0,0,0,"Estudiantes y maestros de la Facultad de Derecho de la Universidad Aut�noma de Chiapas (UNACH)","Alumnos y maestros de la Facultad de Derecho de la Universidad Autónoma de Chiapas (UNACH), que exigen la destitución del director, Ulises Coello Nuño, mantienen en su poder las instalaciones del plantel por tercer día consecutivo, lo que ha impedido a unos 700 estudiantes recibir clases. "
"96",70,159,0,0,1,1,0,0,0,0,"Chilpancingo de los Bravo, Guerrero","2000+",0,0,0,"","Luego de 4 días de plantón frente al palacio de gobierno en Chilpancingo, Guerrero, los profesores miembros de la CETEG marchan por el centro de la ciudad, luego de lo cual se dividen en 5 contingentes, con más de 400 integrantes cada uno, los cuales toman las radiodifusoras Capital Máxima, Radio Universidad Autónoma de Guerrero, ABC Radio y la Ke Buena, así como la XEPI, con sede en Tixtla para difundir las demandas que plantean a los gobiernos federal y estatal, de las cuales las 2 principales son que se anule la ACE y que el gobernador Zeferino Torreblanca Galindo los reciba en audiencia. Asimismo, continúan las movilizaciones en Quintana Roo, Morelos y Baja California Sur, en las cuales la constante es el repudio al “pacto” entre la dirigente del SNTE, Elba Esther Gordillo, y el presidente Felipe Calderón. "
"97",75,163,0,0,0,0,0,0,0,0,"","",0,0,0,"","Luego de acordar con autoridades de la rectoría de la UNACH una auditoría administrativa y financiera al director de la Facultad de Derecho, Ulises Coello Nuño, a quien acusan de “violentar” los derechos laborales de algunos catedráticos, estudiantes y maestros entregan las instalaciones de la escuela, que tuvieron en su poder durante 3 días. "
"102",77,165,0,0,1,1,0,0,0,0,"Cuervavaca, Morelos","50000~",0,0,0,"","Maestros, padres de familia y alumnos provenientes de 33 municipios de Morelos realizan una “marcha de pies cansados” por las principales calles de Cuernavaca para exigir al gobierno del estado cancelar la aplicación de la ACE, “punto medular del pliego de demandas”. Al llegar a la plaza de armas, frente al palacio de gobierno, los alrededor de 50 mil manifestantes reclaman al mandatario, el panista Marco Antonio Adame Castillo, respuesta pronta y favorable a su demanda, y solicitan la intervención del Congreso local para solucionar el conflicto de 24 días. "
"82",83,172,0,0,0,0,0,0,0,0,"","",0,0,0,"","La Comisión Estatal de Derechos Humanos (CEDH) emite al gobernador de San Luis Potosí, el panista Marcelo de los Santos Fraga, y a la Procuraduría de Justicia del mismo estado la recomendación 012/2008 para que se cree una fiscalía independiente especializada en casos de tortura luego de que se informó de 3 nuevos casos de agresión cometidos por policías ministeriales contra ciudadanos. La instancia sugiere castigar a los uniformados que cometieron esos actos; que en el futuro se garantice un sistema de videograbación en los interrogatorios y que antes de éstos las personas acusadas de algún delito declaren ante el Ministerio Público, siempre con el acompañamiento de un abogado de oficio. "
"6",85,174,0,0,1,1,0,0,0,0,"Estado de Sinaloa","",0,0,0,"Campesinos","Agricultores del estado de Sinaloa exigen a Apoyos y Servicios a la Comercialización Agropecuaria (ASERCA), de la Secretaría de Agricultura, Ganadería, Pesca y Alimentación (SAGARPA), el pago de 1.118 millones de pesos por coberturas en la comercialización del maíz que les adeuda. "
"65",90,178,0,0,1,1,0,0,0,0,"Chicomuselo, Chiapas","",0,0,0,"","Habitantes del municipio de Chicomuselo, Chiapas, ubicado en la sierra de esta localidad, cercano a la frontera con Guatemala, protestan, durante las 2 últimas semanas, por la explotación de barita –un mineral considerado pesado–, magnetita y titanio por la empresa minera canadiense Blackfire Exploration México, que extrae desde hace 6 meses en la costa y la sierra de Chiapas. "
"17",92,180,0,0,1,1,0,0,0,0,"Ciudad de M�xico, Distrito Federal","100~",0,0,0,"","Alrededor de un centenar de asociaciones y organizaciones que conforman la Red de Enlace Vecinal Ciudadana advierten a la Asamblea Legislativa y al Gobierno del Distrito Federal, en el marco del foro de participación ciudadana: “Uso del suelo, establecimientos mercantiles y seguridad pública”, realizado en el auditorio Benito Juárez de las instalaciones de la ALDF, que la militarización de las calles no es la mejor alternativa para el combate a la delincuencia, sino trabajar más en la prevención del delito y en nuevos proyectos económicos y sociales. Remarcan que las tareas de vigilancia y persecución del delito corresponden a la SSP y a la Procuraduría General de Justicia (PGJ) capitalinas, instancias que deben rendir cuentas a la ciudadanía. "
"61",94,182,0,0,1,1,0,0,0,0,"Ciudad de M�xico, Distrito Federal","",0,0,0,"Uni�n de Asociaciones Civiles","Habitantes de 10 colonias consideradas de alta marginalidad, en la delegación Cuajimalpa, en el Distrito Federal, constituyen la Unión de Asociaciones Civiles para frenar obras de diferente índole que se llevan a cabo con el aval de las autoridades, las cuales atentan contra las áreas verdes, barrancas y bosques del perímetro delegacional. Los colonos denuncian que se inició la construcción de un puente sobre la barranca La Diferencia, lo que daría el “tiro de gracia” a esta área considerada de reserva ecológica, la cual ha sido invadida de manera paulatina por gigantescos desarrollos inmobiliarios. "
"124",96,187,0,0,0,0,0,0,0,0,"","",0,0,0,"","Representantes de la CNTE de 19 estados manifiestan su apoyo al movimiento magisterial del estado de Morelos, que se encuentra en paro indefinido de labores desde el pasado 13 de agosto en rechazo al acuerdo firmado por la presidenta del SNTE, Elba Esther Gordillo, y el gobierno federal. La coordinadora considera que ese pacto “atenta contra la enseñanza pública nacional y contra los derechos de los trabajadores de la educación”. En consecuencia, la dirigencia nacional disidente decide, “de manera emergente”, trasladar la sesión de su asamblea general representativa del Distrito Federal a la ciudad de Cuernavaca, capital del estado, en apoyo y solidaridad con el movimiento magisterial de la sección 19. En este contexto también se manifiesta su solidaridad con las escuelas normales públicas del país, ante “la amenaza” que lanzó Gordillo Morales de desaparecer estas instituciones. "
"23",98,189,0,0,0,0,0,0,0,0,"","",0,0,0,"","Autoridades del estado de Chiapas encarcelan a Rodolfo Bahena Salgado, 1 de los líderes de los campesinos damnificados en noviembre pasado por el desbordamiento del río Grijalva. Bahena Salgado y cientos de labriegos exigen indemnización al gobierno federal. "
"71",104,193,0,0,1,1,0,0,0,0,"Ciudad de M�xico, Distrito Federal","",0,0,0,"Comit� Eureka y del Frente Nacional Contra la Represi�n (FNCR)","Integrantes del Comité Eureka y del Frente Nacional Contra la Represión (FNCR) se manifiestan, en mitin encabezado por la senadora Rosario Ibarra de Piedra, ante la sede de la SCJN, en el Distrito Federal, para conmemorar 30 años de la desaparición forzada, a manos de la Brigada Blanca, de Juan Chávez Hoyos, quien era estudiante de la Facultad de Economía de la UNAM. Los activistas muestran grandes fotografías de Juan Chávez y otros desaparecidos políticos, así como mantas y retratos que colocan en el barandal que está en la acera del tribunal. "
"42",106,195,0,0,0,0,0,0,0,0,"","",0,0,0,"","El juzgado mixto de 1ª instancia de Tlacolula de Matamoros, estado de Oaxaca, dicta auto de libertad a 51 seguidores de la Asamblea Popular de los Pueblos de Oaxaca (APPO), procesados por sedición, daños por incendio, asociación delictuosa, ataques peligrosos, resistencia de particulares y delitos cometidos contra funcionarios públicos, en acatamiento de una sentencia de amparo del Poder Judicial Federal. La liberación, “pone en evidencia la utilización del sistema de administración e impartición de justicia y la criminalización de la protesta social en Oaxaca”, afirma la presidenta de la filial de Oaxaca de la LIMEDDH. "
"81",108,197,0,0,0,0,0,0,0,0,"","",0,0,0,"","La Central Campesina Independiente (CCI) califica de “inadmisible” un nuevo aumento al precio de los combustibles, pues representa un “duro golpe” a los bolsillos de la población de menores ingresos, además de que las cifras de inflación que da a conocer al Banco de México (BM) y el Instituto Nacional de Estadística y Geografía (INEGI) están “maquilladas”. El dirigente de esta central, Rafael Galindo Jaime, señala que, tal como están las cosas, la inflación para el presente año estará cerca de 6 puntos, además de que para 2009 se esperan mayores alzas a la gasolina, lo que presionará aún más los precios, sobre todo en el sector de servicios. "
"91",110,202,0,0,1,1,0,0,0,0,"Ciudad de M�xico, Distrito Federal","",0,0,0,"Red en Defensa de la Ciudad de M�xico","La Red en Defensa de la Ciudad de México, integrada por organizaciones vecinales y ambientalistas con presencia en 10 delegaciones políticas de la capital, rechaza la construcción de la llamada supervía poniente y la línea 12 del Metro, y anuncia la realización de movilizaciones pacíficas, que estarán acompañadas de una “condena histórica” a nivel internacional contra la administración capitalina, por impulsar la destrucción de las áreas verdes, forestales y de conservación aún existentes. Los representantes de la organización informan de su retiro de la mesa de negociaciones que mantenían con autoridades del Gobierno del Distrito Federal (GDF), ante el “engaño y la burla de que hemos sido objeto, porque ambas obras van, ya están licitadas y no pueden suspenderlas, aun cuando había el compromiso de llevar a cabo estudios para determinar el impacto ambiental y social que acarrearían para los vecinos”. "
"22",112,204,0,0,1,1,0,0,0,0,"Chicoloapan, M�xico","400~",0,0,0,"Federaci�n de Recolectores de Basura del Valle de M�xico No Asalariados y de la Confederaci�n de Trabajadores de M�xico (CTM)","Aproximadamente 400 integrantes de la Federación de Recolectores de Basura del Valle de México No Asalariados y de la Confederación de Trabajadores de México (CTM), adheridos al Partido Revolucionario Institucional (PRI), apoyados por taxistas y expendedores de gas doméstico, tiran al menos 60 tns de desechos a las puertas de la alcaldía de Chicoloapan, estado de México, y arrojan huevos y jitomates podridos en protesta porque el ayuntamiento perredista autorizó que algunas delegaciones capitalinas y varios municipios mexiquenses lleven sus desperdicios al ejido San Vicente. "
"57",114,206,0,0,1,0,0,0,1,0,"Zacatecas, Zacatecas","300~",1,1,0,"Movimiento Democr�tico Magisterial","En Zacatecas, agentes antimotines se enfrentan a unos 300 profesores afiliados al Movimiento Democrático Magisterial que se manifiestan en torno al Congreso local durante el 4º informe de la gobernadora Amalia García, arrojando huevos a los policías mientras coreaban: “Amalia, entiende, la educación no se vende” y “la Alianza Educativa, un treta compartida”.  El saldo es de 2 policías y 1 maestro lesionados. "
"46",116,208,0,0,1,0,1,0,0,0,"Matamoros, Tamaulipas","",0,0,0,"Sindicato Nacional de Trabajadores Mineros, Metal�rgicos y Similares de la Rep�blica Mexicana (SNTMMSRM)","El Sindicato Nacional de Trabajadores Mineros, Metalúrgicos y Similares de la República Mexicana (SNTMMSRM) lleva a cabo 3 paros de labores de 24 hs en igual número de secciones sindicales de Matamoros, Tamaulipas, en protesta por la “política antisindical de este gobierno”, y particularmente por las acciones agresivas y provocadoras que las autoridades laborales del país “han emprendido contra este gremio”. "
"76",121,212,0,0,1,1,0,0,0,0,"Ciudad de M�xico, Distrito Federal","",0,0,0,"Movimiento Antorchista Nacional","Integrantes del Movimiento Antorchista Nacional provenientes de 14 entidades marchan hacia las instalaciones de la Secretaría de Desarrollo Social (SEDESO) y de la Secretaría de Gobernación (SG) para exigir que se sume a unos 40 mil miembros de esta organización en programas sociales del gobierno federal, entre ellos Oportunidades y Seguro Popular. "
"39",123,214,0,0,0,0,0,0,0,0,"","",0,0,0,"","El Centro de Derechos Humanos de la Montaña Tlachinollan informa que el lunes pasado el juzgado 2º de distrito radicado en Acapulco, Guerrero, otorgó una suspensión definitiva a favor de 2 dirigentes del Consejo de Ejidos y Comunidades Opositores a la Presa La Parota (CECOP), contra el auto de formal prisión impuesto en 2004 por el delito de privación ilegal de la libertad en agravio de un funcionario de la Comisión Federal de Electricidad (CFE). "
"72",125,220,0,0,1,1,0,0,0,0,"Ciudad de M�xico, Distrito Federal","",0,0,0,"Comit� Mexicano de Solidaridad con Bolivia","Integrantes del Comité Mexicano de Solidaridad con Bolivia realizan una protesta frente al ex convento de Tlatelolco, en contra de la presencia en México de la alcaldesa del departamento boliviano de Sucre, Aydé Nava, por haber promovido la vejación y humillación de un grupo de indígenas el pasado 24 de mayo. "
