"","new_line","line","month","day","protest","march.demonstration","strike","occupation","blockade","hunger.strike","location","number","police","violence","damage","organization","text"
"24",86,213,0,0,1,1,0,0,0,0,"Santiago de Chile, Santiago","7000~",1,0,0,"La Gente Mapuche","Unas 7 mil personas demandan el fin del “colonialismo” en el que, supuestamente, el Estado chileno mantiene a los pueblos indígenas, durante una pacíﬁca manifestación al cumplirse el 518 aniversario del Descubrimiento de América por Cristóbal Colón. A la movilización, convocada por la organización mapuche Meli Wichan Mapu (Cuatro puntos de la Tierra), se unen representantes de varios pueblos originarios, organizaciones políticas, sociales y sindicales, que marchan desde Plaza Baquedano por la Alameda (la principal arteria de la capital) y culmina con un acto a los pies del cerro Santa Lucía (o Huelén, como lo llamaban las etnias originarias de la zona), donde, en el siglo XVI, acampó el conquistador Pedro de Valdivia para fundar Santiago. Los manifestantes, que en Chile conmemoran la fecha un día antes por ser festivo, reclaman la liberación de “todos los presos políticos” mapuches y respaldan a los comuneros que mantuvieron una prolongada huelga de hambre en el sur del país. A su vez, la policía indica que no se producen incidentes durante la marcha ni en el acto posterior."
"1",92,218,0,0,1,0,0,0,0,1,"Santiago de Chile, Santiago","11",0,0,0,"Empleados de Transaraucaria","A la misma hora en que se inicia el rescate de los 33 mineros atrapados en la mina San José (Copiapó), los trabajadores de Transaraucaria que se encuentran en huelga de hambre radicalizan su medida de presión, que mantienen desde el 2 de octubre, dejando de ingerir líquidos. La decisión es tomada por dos operarios debido a que no han visto ninguna solución concreta a las demandas que encabezan su movilización desde hace tres meses y 12 días. En total, son ll los conductores que están en huelga de hambre y aseguran que no bajarán la medida de presión hasta que el Gobierno se pronuncie y les brinde una solución real de empleo. El vocero de los huelguistas y presidente del Sindicato N°l de Trabajadores de la fallida empresa, Osvaldo Arancibia, relata que, pese a las peticiones de los dirigentes sindicales, los operarios de Transaraucaria no están dispuestos a deponer la huelga de hambre seca. Luego de la quiebra y caducidad de contrato al alimentador que cubría la zona H de la capital, 650 trabajadores quedaron cesantes y sin el pago de sus cotizaciones desde el mes de julio."
"12",94,220,0,0,1,1,0,0,0,0,"","",0,0,0,"Alianza Territorial Mapuche","La denominada Alianza Territorial Mapuche solicita al Gobierno retirar la suma urgencia al proyecto sobre reconocimiento constitucional de los pueblos originarios, argumentando que no han sido consultados, lo quesegún ellosvulnera el Convenio 169 de la OIT, que deﬁne la consulta y participación libre e informada en asuntos legales y constitucionales que les atañen."
"20",100,224,0,0,1,0,0,0,1,0,"Copiapo, Atacama","100",0,0,0,"Empleados de Minera San Esteban","Un centenar de trabajadores de la minera San Esteban protagonizan una toma de la Ruta 5 Norte en el acceso sur a Copiapó, exigiendo el pago de sus ﬁniquitos. En la oportunidad, los mineros solicitan a sus colegas del país solidarizarse con sus demandas. “Llamamos a los mineros de Chile a que, si no hay respuesta, paralizar mañana desde las ll hasta las 12 del día. En todas las faenas mineras hay que luchar por los derechos de los mineros”, indica Javier Castillo, secretario del sindicato de trabajadores de la empresa propietaria del yacimiento San José."
"19",106,228,0,0,1,1,0,0,0,0,"Santiago de Chile, Santiago","",0,0,0,"Empleados de Transaraucaria","Trabajadores de Transaraucaria de Transantiago acuden a la Contraloría General de la República para solicitar que se revise el traspaso de la empresa a manos del operador Gran Santiago. Según los trabajadores, la nueva concesión se realizó sin la ﬁscalización del ministerio de Transportes, ni a la empresa que dejaba de operar la Zona H del plan de transporte, con sueldos e imposiciones impagas, ni a la compradora, que asegura no tener los fondos para contratar a los 650 funcionarios que quedaron sin trabajo. Los trabajadores sostienen que, hasta ahora, la respuesta del Gobierno se ha mantenido en la misma posición: sostener que se trata de un conﬂicto entre privados."
"22",112,232,0,0,0,0,0,0,0,0,"","",0,0,0,"","Una inyección adicional de 810.200 millones para el pueblo mapuche, durante el último trimestre del año, es una de las decisiones dadas a conocer por el ministro Secretario General de la Presidencia, Cristian Larroulet, y el de Planiﬁcación, Felipe Kast, quienes encabezan, junto a autoridades religiosas y dirigentes indígenas de las regiones de la Araucanía, Biobío y Los Ríos, la segunda Mesa de Diálogo convocada para abordar temas relacionados con las demandas de este grupo. Durante la semana, ya se habían realizado las primeras Mesas de Diálogo Regionales del Biobío (Concepción), Los Lagos (Chiloé) y la Araucanía (Temuco). En esta oportunidad, se lleva a cabo en el cerro Ñielol (IX Región de la Araucanía). Entre los acuerdos alcanzados se determina que S 2 mil millones serán destinados a programas de mejoramiento urbano y desarrollo productivo del Instituto de Desarrollo Agropecuario (INDAP), además del Programa de Desarrollo Territorial Indígena. Además se arreglarán los caminos por donde viven las comunidades y se reparará infraestructura que fue seriamente dañada por el terremoto del 27 de febrero. Estas últimas obras tendrán un costo de S 4 mil millones. Asimismo se indica que se utilizarán S 600 millones para ﬁnanciar programas de empleo y capacitación. Por su parte, el werkén del Consejo de Todas las Tierras, Aucan Huilcaman, critica los acuerdos logrados por la última mesa de diálogo y los caliﬁca como insuﬁcientes, ya que no tratan temas como autonomía y demanda territorial. El dirigente se reúne con representantes de diversas organizaciones en Temuco iniciando así una mesa de trabajo paralela a las convocadas por el Gobierno."
"2",118,243,0,0,1,0,0,0,1,0,"San Francisco de Mostazal, O'Higgins","750+",0,0,0,"Sindicato de Operaciones del Casino Monticello","Bloqueos intermitentes de la pista oriente de la Ruta 5 Sur marcan el inicio del paro de actividades del sindicato de operaciones del casino Monticello, que agrupa a más de 750 trabajadores, en San Francisco de Mostazal en la Región de O'Higgins. Patricio Padilla, presidente de la agrupación sindical, explica que con la huelga buscan mejorar las condiciones laborales de los trabajadores, quienesasegurano tienen calidad de vida. “Un trabajador, no tiene descansos legales, un trabajador sale a las 08:00 horas y tiene que volver a trabajar a las 16:00 horas, porque los turnos son hechos a antojo, sin pensar en la calidad de vida de las personas”, señala. Padilla añade que “es un casino que está alejado de los centros urbanos, por tanto la gente tiene que tomar el transporte, que es cobrado, ni siquiera es gratuito por la empresa. Ese transporte se demora entre una hora y media a dos horas en llegar al casino sumado a los turnos de ocho o 10 horas, da un disposición indirecta y directa a la empresa de más de 14 horas, que tienen que estar en torno al casino”."
"5",120,245,0,0,1,1,0,0,0,0,"Santiago de Chile, Santiago","8",1,1,1,"","Con un camarógrafo de canal 13 y cuatro Carabineros con contusiones, uno de estos con fractura de un pie, y ocho detenidos, termina el enfrentamiento entre miembros de esa policía y un grupo en el exterior del Galpón Víctor Jara, en la Plaza Brasil de Santiago. De acuerdo a la versión de Carabineros, una veintena de sujetos intenta atacar un furgón policial que vigilaba un concierto rock en el recinto ligado a la fundación Víctor Jara, que preserva la obra del cantante asesinado en el Estadio Chile luego de ser detenido tras el Golpe de Estado de 1973."
"13",126,249,0,0,1,1,0,0,0,0,"Santiago de Chile, Santiago","",0,0,0,"","La instalación de una tercera torre para telefonía móvil de la empresa Entel desata el malestar de los vecinos de La Reina (Santiago) que protestan en señal de rechazo. Según denuncian, en sólo una semana, aparecieron tres torres de telefonía celular: una en Avenida Larraín con Los Litres, otra en calle Nuncio Laghi 7002 y una tercera en Avenida Príncipe de Gales 6253. Los vecinos de diversos sectores juntan más de 700 ﬁrmas para rechazar la media."
"10",128,251,0,0,1,1,0,0,0,0,"Santiago de Chile, Santiago","",0,0,0,"Confederaci�n de Trabajadores de la Salud Municipalizada (CONFUSAM), Comisi�n de Salud de la Asociaci�n Chilena de Municipalidades","En Santiago, alcaldes, dirigentes de la Confederación de Trabajadores de la Salud Municipalizada (CONFUSAM) y del Consejo de Usuarios de la Salud efectúan una protesta frente al Ministerio de Salud (l\/IINSAL), porque consideran que el Gobierno no cumplió con el monto de aumento del ﬁnanciamiento (per cápita) para la atención primaria, como se había comprometido, y anuncian que inician un plan de movilizaciones con el ﬁn de que eso sea modiﬁcado. El jefe comunal de Lo Prado y presidente de la Comisión de Salud de la Asociación Chilena de Municipalidades, Gonzalo Navarrete expresa que habrá una diferencia de 30 millones de pesos respecto a lo acordado en una mesa de trabajo con el MINSAL. Mientras, el alcalde de La Cisterna, Santiago Rebolledo indica que “con este Presupuesto nos han aumentado de 2.300 pesos a 2.613 pesos, esto es una vergüenza nacional”."
"9",130,260,0,0,1,1,0,0,0,0,"Santiago de Chile, Santiago","117",1,0,0,"Empleados de Farmacias Ahumada","En Santiago, 117 trabajadores de Farmacias Ahumada (FASA) son detenidos, luego de mantener tomado el local n° 202 del Paseo Estado por más de cinco horas. La empresa llama a Fuerzas Especiales de Carabineros para que desalojen al centenar de trabajadores que protestan por un sueldo digno y el pago de unas gratiﬁcaciones que les deben hace más de diez años. Casa Saba tomó control de la empresa justo cuando los trabajadores estaban en negociación con los dueños anteriores. Sin embargo, estos no han manifestado ninguna intención de dialogar con ellos, ni menos ofrecer alguna solución a sus peticiones. Es por ello que los trabajadores se han visto obligados a realizar otro tipo de manifestaciones, como la toma al local anteriormente nombrado, o una protesta a los canales de televisión 7, ll y 13, para que termine el veto informativo y la huelga pueda ser mostrada para así crear una presión mucho mayor a la empresa. Sin embargo, aunque mantuvieron conversaciones con gente del canal, no llegaron a nada. Del mismo modo, cerca de 350 trabajadores se presentan afuera de La Moneda, mientras los 33 mineros recientemente rescatados son presentados a las autoridades. Según informaciones entregadas a los dirigentes sindicales, el ruido provocado y la gran cantidad de manifestantes habrían causado cambio en el protocolo del evento, que tenía contemplado un saludo de los 33 mineros desde el balcón presidencial, lo que ﬁnalmente no se lleva a cabo. Además, con estas actividades, logran aparecer en televisión, aunque sea por sólo unos segundos."
"16",136,264,0,0,1,0,1,0,0,0,"","",0,0,0,"Empleados de Farmacias Ahumada","No pasó inadvertida al interior de la Comisión de Trabajo de la Cámara Baja, la realidad que están viviendo los trabajadores de FASA que llevan 24 días en paro de actividades, por lo que para clariﬁcar algunas interrogantes de lo que sucede al interior de la empresa, envían dos oﬁcios a la Dirección del Trabajo (DT) y uno al Ministerio de Salud (l\/IINSAL). Los primeros son para clariﬁcar la situación del sueldo base que reciben los trabajadores, que es de S32 mil y las diferencias de salarios ante una misma labor. Al Ministerio de Salud se envía un oﬁcio para saber si se necesita un certiﬁcado a los nuevos trabajadores que se contraten para reemplazar a quienes se encuentran en movilizaciones. El presidente de la Comisión de Trabajo, Mario Bertolino, señala que “el tipo de liquidaciones no es clara, según lo que expresaron los trabajadores, no han tenido repartición de utilidades y hay personas que, en igualdad de trabajo, poseen distinta remuneración. Aunque ellos reconocen que no hay faltas con la legislación”. “La consulta a la DT es en relación a los sueldos si pueden cambiarse para una mejor lectura y en referente a los diferentes salarios a igual función, por si el organismo ha recibido alguna denuncia por trabajadores de FASA”, agrega Bertolino. En este sentido, el diputado socialista Osvaldo Andrade indica que “hay que ver si se cumple con la normativa en relación al salario base, al igual si se necesita una caliﬁcación de los trabajadores de farmacias”."
"23",142,271,0,0,1,1,0,0,0,0,"Region de Valpara�so","500+",0,0,0,"La Gente Rapa Nui","Una marcha realizada por la comunidad Rapa Nui en pro de la paz reúne a más de 500 personas, según informa la Cámara de Turismo de la Isla. Se explica que quienes cooperaron con esta iniciativa, lo hacen bajo la premisa de unir a la población y ser la voz de que la población es una comunidad estable y acogedora con quienes la visitan. “Lo que caracteriza esta marcha es que no tiene un Vocero, si no más de 500 voceros que se unen de forma espontánea para dar una señal unida de paz. Jóvenes, adultos, surﬁstas, bailarines, amas de casa, trabajadores, empresarios de todo color político caminamos por las calles de Hanga roa, con el ﬁn de demostrar que Rapa Nui quiere paz y la restitución del Estado de Derecho en la Isla”, indica María Icka Araki, Presidenta de la Cámara de Comercio Rapa Nui. Además, los organizadores llaman al trabajo conjunto para lograr el desarrollo económico de la zona y, en particular, del turismo, principal actividad del área."
"4",144,273,0,0,1,0,0,0,1,0,"Angostura, O'Higgins/Santiago","13",0,0,0,"Sindicato de Operaciones del Casino Monticello","Con 13 detenidos culmina la toma de la Ruta 5 Sur a la altura del peaje Angostura que protagonizan trabajadores del casino Monticello, quienes se encuentran en huelga desde el lunes pasado. El bloqueo se extiende por más de media hora y provoca el embotellamiento vehicular de la gran cantidad de automóviles que salen de Santiago por el ﬁn de semana largo. Patricio Padilla, presidente del sindicato de trabajadores del casino, señala que la protesta se debe al nulo diálogo con la empresa, al tiempo que caliﬁca como desmedido el accionar de Carabineros."
