"","new_line","line","month","day","protest","march.demonstration","strike","occupation","blockade","hunger.strike","location","number","police","violence","damage","organization","text"
"11",29,38,0,0,1,0,1,0,0,0,"Lima, Lima","",0,0,0,"Federaci�n M�dica Peruana (FMP)","Los médicos afiliados a la Federación Médica Peruana (FMP) inicia un paro de 72 hs a nivel nacional para reclamar por el pago pendiente de su Asignación Extraordinaria por Trabajo Asistencial (AETA), el que no perciben desde abril de 2004 y que asciende a casi 50 millones de soles. Exigen también la nivelación de sueldos de 2.600 médicos jubilados y cesantes. Durante la mañana, los médicos marchan hacia el Ministerio de Salud (MINSA) y el Congreso. "
"22",30,43,0,0,0,0,0,0,0,0,"","",0,0,0,"","Un terremoto a 60 km de las costas de Pisco afecta diversas regiones del país como Trujillo, Cajamarca, Chimbote, Huancayo, Arequipa, Chachapoyas, Moyobamba, Huancavelica y Cusco. La región de Ica es la más castigada, donde el movimiento telúrico alcanza los 7.0 grados en la escala de Richter. En Lima se siente en 5.2 grados y en Cusco y Cajamarca se siente en 3 grados. El saldo del terremoto es de aproximadamente 600 muertos y más de 1.500 heridos, 45 mil viviendas dañadas y 250 mil damnificados. Las ciudades más afectadas son Ica, Chincha y Cañete. En la primera de ellas, el 70% de las viviendas sufren daños , la mayoría de ellas construidas de adobe, se derrumban las torres de la Iglesia del Señor de Luren mientras se ofrece misa y los poblados Tierra Prometida y Los Molinos quedan prácticamente devastados. En Chincha, el puente San Clemente colapsa y varios tramos de la carretera se hunden, impidiendo el tránsito. En Lima, varios edificios son sacudidos durante los más de 2 minutos que dura el terremoto. El Instituto Geofísico informa que desde el terremoto producido a las 18.41 horas ocurren 100 réplicas de diferente magnitud. "
"14",34,47,0,0,0,0,0,0,0,0,"","",0,0,0,"","Luego del terremoto de un día atrás, el presidente Alan García declara en estado de emergencia al departamento de Ica y la provincia de Cañete por 60 días. "
"21",35,49,0,0,0,0,0,0,0,0,"","",0,0,0,"","Tras el terremoto que asoló al país, la FMP levanta el paro nacional que lleva a cabo. "
"7",39,53,0,0,1,1,0,0,0,0,"Provincia de Pisco","",1,0,1,"","La comunidad internacional ofrece 40 millones de dólares de ayuda humanitaria para los miles de damnificados de Ica, Pisco y Chincha. Para coordinar esa ayuda internacional, el gobierno instala una Mesa de Coordinación encabezada por el titular de la Agencia Peruana de Cooperación Internacional (APCI), Agustín Haya de la Torre. La desesperación y la angustia se apoderan de los miles de damnificados que, a más de 2 días del devastador terremoto, no reciben agua, comida ni refugio. En Pisco, epicentro de la catástrofe, los pobladores saquean mercados, bodegas, supermercados y todo tipo de establecimientos destruidos y sin vigilancia para apoderarse de abrigo, comida y bidones de agua mineral.  Los policías disparan tiros al aire, pero la gente justifica los desmanes, bajo el argumento de que se sienten abandonados por el gobierno, dado que carecen de medicinas, comida, bebida y abrigo. El presidente García dispone que las tropas del Ejército y los infantes de Marina mantengan el orden y sofoquen cualquier manifestación de saqueo o latrocinio."
"19",44,57,0,0,1,1,0,0,0,0,"Provincia de Pisco","",1,0,1,"","Pese al anuncio oficial de otorgar ayuda y seguridad, en los distritos más castigados por el terremoto continúan los actos de pillaje y robo ante la desesperación de los pobladores que no reciben ninguna clase de ayuda humanitaria. En tanto, llega a Pisco un contingente de infantes de marina provenientes de Lima que se desplazarán también a Ica, Chincha y Cañete para sumarse a los más de 2 mil policías que ya estarían resguardando la entrega de víveres e impidiendo el paso a las zonas de peligro. "
"5",45,64,0,0,0,0,0,0,0,0,"","",0,0,0,"","En su tercer día desde que instaló su despacho en Pisco, el presidente Alan García promulga 4 decretos de urgencia, entre los que se aprueba un crédito suplementario de 100 millones de soles que serán destinados para iniciar las obras de reconstrucción de la infraestructura pública dañada por el sismo de 7.0 grados en la escala de Richter que azotó la costa central del país el miércoles último. Como otra medida de urgencia, se crea el "
"1",50,68,0,0,0,0,0,0,0,0,"","",0,0,0,"","Arriba al país el presidente de Colombia, Álvaro Uribe, acompañado por gran parte de su gabinete ministerial. Viajan a Pisco, donde son recibidos por el presidente Alan García y visitan la zona de desastre. Por su parte, el presidente venezolano, Hugo Chávez, dona 1.5 millones de dólares en insumos de primera necesidad, además de destinar un avión Hércules para trasladar alimentos a Pisco. "
"4",54,72,0,0,0,0,0,0,0,0,"","",0,0,0,"","El presidente Alan García formula un llamado a los partidos políticos, a las Organizaciones No Gubernamentales (ONGs) y gremios laborales y empresariales para que brinden su ayuda a los damnificados por el terremoto del miércoles pasado, ante las críticas que cuestionan la demora del gobierno para distribuir la ayuda en las zonas devastadas."
"3",58,76,0,0,0,0,0,0,0,0,"","",0,0,0,"","El Ministerio de Asuntos Exteriores de Francia anuncia el envío de una donación de 400 mil dólares para los damnificados por el terremoto. En tanto, la Organización de Estados Americanos (OEA) entrega al Perú 155 mil dólares para que sean destinados a la reconstrucción de las zonas devastadas por el sismo. Asimismo, el presidente García recibe en la base aérea de Pisco al ministro de la presidencia de Chile, Ricardo Lagos, y la ministra de Salud de dicho país, María Soledad Barría, quienes arriban con ayuda. "
"2",62,83,0,0,0,0,0,0,0,0,"","",0,0,0,"","Efectivos del Ejército toman por asalto un campamento de SL, en el distrito de José Crespo Castillo, provincia de Leoncio Prado, Huánuco, donde capturan a un mando de esa agrupación, a quien incautaron armas de guerra. Guillermo Campos Quiroz (c) 'Arnold', es sindicado como responsable de las células senderistas que operan en esa provincia huanuqueña."
"13",66,87,0,0,0,0,0,0,0,0,"","",0,0,0,"","Luego de años de manifestaciones y protestas, miles de afiliados al Sistema Privado de Pensiones (SPP) de Lima y provincias podrán iniciar sus trámites de traslado hacia el Sistema Nacional de Pensiones (SNP). Podrán desafiliarse aquellos que hayan alcanzado, entre el SPP y el SNP, un mínimo de 20 años de aportación. También podrán solicitar pasarse al SNP aquellas personas que, al momento de afiliarse al SPP cumplían con los requisitos para lograr una pensión mínima en el SNP. Esto es haber alcanzado los 65 años de edad o tener 20 años de aportes. "
