"","new_line","line","month","day","protest","march.demonstration","strike","occupation","blockade","hunger.strike","location","number","police","violence","damage","organization","text"
"6",71,96,0,0,1,1,0,0,0,0,"Montevideo, Montevideo","",0,0,0,"","Como parte de las conmemoraciones del Día Internacional de la Mujer, un numeroso grupo de mujeres se concentran en la IMM para expresar sus necesidades ante la Presidenta de la Comisión de la Mujer, quien las recibe y se compromete a profundizar las políticas públicas en el marco del Plan de igualdad de oportunidades. "
"35",75,100,0,0,1,0,0,0,1,0,"Montevideo, Montevideo","",0,0,0,"Federaci�n de Obreros y Empleados de Bebida (FOEB), Federaci�n de Transporte de Bebida (FETRABE)","La Federación de Obreros y Empleados de Bebida (FOEB) intercede ante la FETRABE, quienes mantienen un bloqueo desde hace 6 días ante las plantas de las empresas Salus en Minas y Pilsen en Montevideo, para posibilitar el ingreso de insumos a la planta, ante la amenaza de la empresa de despedir a 75 trabajadores. FETRABE accede al pedido para resguardar la fuente laboral de los trabajadores del sector. "
"33",79,104,0,0,1,1,0,0,0,0,"Montevideo, Montevideo","1000~",0,0,0,"Confederaci�n de Funcionarios del Estado (COFE)","La Confederación de Funcionarios del Estado (COFE) realiza una manifestación en el centro de Montevideo en la que participan alrededor de mil personas por la unificación de los conflictos de los sindicatos estatales de Salud Pública, Registro Civil, Corte Electoral y Ministerio de Transporte y Obras Públicas, entre otros. "
"7",80,106,0,0,0,0,0,0,0,0,"","",0,0,0,"","El Banco Central del Uruguay (BCU) despide a 135 empleados ante la negativa de la Asociación de Empleados Bancarios del Uruguay (AEBU) de entregar información sobre los activos del liquidado Banco de Crédito (BDC) que van a ser subastados. El sindicato denuncia que existe el riesgo de que se malvenda la cartera y considera la medida de la autoridad monetaria como discriminación antisindical."
"23",84,114,0,0,1,1,0,0,0,0,"Montevideo, Montevideo","",0,0,0,"Federaci�n Uruguaya de Cooperativas de Vivienda por Ayuda Mutua (FUCVAM)","Integrantes de FUCVAM realizan una vigilia frente al Ministerio de Economía y Finanzas (MEF), en reclamo de las partidas correspondientes a la cartera de vivienda. "
"37",88,118,0,0,0,0,0,0,0,0,"","",0,0,0,"","La FFSP, y la Federación Uruguaya de la Salud (FUS) se reúnen en el local del PIT-CNT para unificar los conflictos de ambos sectores. Deciden  crear, a fines de mayo, el Sindicato Único de la Salud que incluiría a ambos gremios además del Hospital de Clínicas y el Sanatorio del Banco de Seguros del Estado."
"15",89,120,0,0,1,0,1,0,0,0,"","",0,0,0,"","Empleados bancarios nucleados en AEBU inician un paro en reclamo por el despido de 135 empleados del sector."
"27",93,124,0,0,0,0,0,0,0,0,"","",0,0,0,"","La AFURECI acepta la propuesta realizada por el ministro de Educación y Cultura y levanta las medidas de fuerza, aunque continúan sin inscribir parejas para casamientos. "
"36",94,126,0,0,1,0,1,0,0,0,"","",0,0,0,"Federaci�n Nacional de Profesores de Ense�anza Secundaria (FENAPES)","La Federación Nacional de Profesores de Enseñanza Secundaria (FENAPES) inicia paros zonales de 24 hs en todo el país ante la falta de respuesta a su solicitud de obtener una entrevista con el Consejo Directivo Central (CODICEN) de la Administración Nacional de Educación Pública (ANEP), en reclamo por aumentos salariales, partidas presupuestarias y por el pago de la cuota mutual."
"1",98,130,0,0,1,1,0,0,0,0,"Montevideo, Montevideo","",0,0,0,"Coordinadora por la Paz Junto a Redes-Amigos de la Tierra, Plenario Intersindical de Trabajadores-Convenci�n Nacional de Trabajadores (PITCNT), Federaci�n de Estudiantes Universitarios del Uruguay (FEUU), Federaci�n Uruguaya de Cooperativas de Vivienda por Ayuda Mutua (FUCVAM), C�rculo Bolivariano","A un año de la invasión a Irak, la Coordinadora por la Paz junto a  Redes-Amigos de la Tierra, PIT-CNT, FEUU, FUCVAM, la Iglesia Metodista, el Círculo Bolivariano del Uruguay, la Comisión Nacional en Defensa del Agua y de la Vida (CNDAV),  y una veintena de organizaciones sociales, culturales y políticas, realiza una marcha en Montevideo desde La Plaza Cagancha hasta la Universidad Mayor de la República. Luego de un mes de conflicto en el Correo Nacional, la Asociación de Funcionarios Postales establece un cuarto intermedio hasta el próximo 15 de abril y comienzan a regularizarse los envíos atrasados por la creación de una mesa de negociaciones."
"38",102,139,0,0,1,0,1,0,0,0,"","",0,0,0,"Intergremial de Transporte Profesional de Carga del Uruguay (ITPC)","La Intergremial de Transporte Profesional de Carga del Uruguay (ITPC) decide realizar un paro contra la liberalización de la importación de camiones usados decretada por el Poder Ejecutivo."
"16",106,143,0,0,1,1,0,0,0,0,"Montevideo, Montevideo","1000+",0,0,0,"","En el marco de la celebración del Día Internacional del Agua, más de 1.000 personas convocadas por la CNDAV realizan una marcha desde el edificio de Obras Sanitarias del Estado (OSE) hasta la Plaza Libertad para impulsar una iniciativa popular que convoque a un plebiscito durante la próximas elecciones nacionales para introducir en la Constitución una cláusula que impida la privatización del agua. "
"43",110,147,0,0,1,0,1,0,0,0,"","",0,0,0,"","Profesores de Liceos públicos y privados realizan un paro de 24 hs en demanda de mejores condiciones laborales. Profesores de distintas facultades de la Universidad de la República como Ingeniería, Ciencias Sociales y Química se suman al paro. "
"45",111,149,0,0,1,0,1,0,0,0,"","",0,0,0,"Asociaci�n de Funcionarios del Registro Civil (AFURECI)","Trabajadores de la AFURECI levantan la medida de fuerza que mantienen desde hace más de 20 días y vuelven a inscribir parejas para casamientos. El Ministerio de Educación y Cultura asumirá los aportes personales y patronales de quienes ganen menos de 3 mil pesos y se compromete a no reducir los salarios."
"28",115,153,0,0,1,1,0,0,0,0,"","",0,0,0,"Asociaci�n de Docentes de Ense�anza Secundaria (ADES)","La Asociación de Docentes de Enseñanza Secundaria (ADES) y la FUS se reúnen en el local de ADEOM, unifican conflictos y coordinan  movilizaciones conjuntas."
"3",116,155,0,0,1,0,1,0,0,0,"","",0,0,0,"","AEBU realiza paros parciales de media hora en bancos públicos y privados y por la noche detiene el funcionamiento de clearing de cheques, ante la ausencia de solución al conflicto desatado en el sector 13 días atrás cuando el BCU despidió a 135 funcionarios. El gobierno decide mantener la prohibición a la importación de camiones usados luego del conflicto desatado entre los camioneros del puerto  5 días atrás."
"24",117,159,0,0,1,0,0,0,1,0,"","",0,0,0,"Uni�n de Trabajadores Desocupados (UTD), Coordinadora de Ollas y Merenderos","Integrantes de la Unión de Trabajadores Desocupados (UTD), la Coordinadora de Ollas y Merenderos y la Olla popular del Asentamiento Paso Escobar cortan la ruta en Barros Blanco a la altura del Km 24, en reclamo por la demora en la entrega de alimentos por parte del Instituto Nacional de Alimentación. Un grupo de policías retiran los neumáticos incendiados en el corte, se produce un enfrentamiento y reprimen a los manifestantes. La UTD acusa al gobierno de utilizar helicópteros, fuerzas de choque e, incluso, cámaras de video para reprimirlos. Reclama, además, 520 puestos de trabajo prometidos por el Ministerio de Trabajo y Seguridad Social (MTSS) en noviembre pasado."
"51",120,166,0,0,1,1,0,0,0,0,"Montevideo, Montevideo","",0,0,0,"Administraci�n Nacional de Usinas y Trasmisores El�ctricos (UTE)","Usuarios de la administración nacional de Usinas y Trasmisores Eléctricos (UTE), OSE y ANTEL  que constituyen el primer movimiento de deudores de entes públicos uruguayos organizados realizan una concentración en la Plaza Constitución –con el apoyo del PITCNT, FUCVAM y el Foro Social– en reclamo por los derechos de los desocupados que no pueden pagar los servicios en la que participan una gran cantidad de ciudadanos. "
"5",124,170,0,0,1,1,0,0,0,0,"Piri�polis, Maldonado","100+",0,0,0,"Comisi�n en Defensa del Puerto de Piri�polis","Centenares de pescadores, vecinos, y algunos funcionarios convocada por la Comisión en Defensa del Puerto de Piriápolis realizan una manifestación contra la privatización de los servicios portuarios. "
"49",128,174,0,0,1,0,1,0,0,0,"","400~",0,0,0,"Becarios del Ministerio de Educaci�n y Cultura","Unos 400 becarios del Ministerio de Educación y Cultura paralizan sus actividades por la falta de pago de los salarios correspondiente a los meses de febrero y marzo."
"46",132,178,0,0,1,1,0,0,0,0,"Montevideo, Montevideo","",0,0,0,"Trabajadores de Salud Privada","Trabajadores de Salud Privada de todo el país, nucleados en la FUS, arriban a Montevideo y se concentran en el Obelisco para marchar hasta el Ministerio de Salud Pública (MSP) en reclamo por mejoras salariales y por un nuevo convenio laboral."
"2",134,180,1,0,0,0,0,0,0,0,"","",0,0,0,"","Abril Viernes 2"
"9",136,184,0,0,1,0,0,1,0,0,"","",0,0,0,"","El MSP interviene y clausura la mutualista CIMA por la elevada deuda que mantiene con el Banco de Previsión Social. Los funcionarios de la institución deciden ocupar el predio y exigen que todos los pacientes sean reubicados y todos los trabajadores obtengan un nuevo puesto de trabajo. "
"41",137,186,0,0,0,0,0,0,0,0,"","",0,0,0,"","Luego de 17 días de vigilia frente al MEF, la FUCVAM llega a un acuerdo con el Ministerio de Vivienda, Ordenamiento Territorial y Medio Ambiente (MVOTMA) que permite la escrituración de tres cooperativas."
"13",141,193,0,0,1,0,1,0,0,0,"","",0,0,0,"Sindicato M�dico de Uruguay (SMU)","El Sindicato Médico de Uruguay (SMU) que nuclea a los médicos del sector público y privado de todo el país, realiza un paro nacional de 24 hs en solidaridad con los médicos que quedaron cesantes luego de la clausura de la mutualista CIMA. "
"12",145,197,0,0,0,0,0,0,0,0,"","",0,0,0,"","El Senado aprueba por unanimidad el Tratado de Libre Comercio (TLC) entre Uruguay y México. Para entrar en vigencia, la iniciativa debe ser aprobada por la Cámara de Diputados."
"21",149,201,0,0,1,0,1,0,0,0,"","",0,0,0,"","Funcionarios de la FUS realizan un paro nacional de 24 hs  con altos niveles de adhesión y ocupan diversos centros de salud en todo el país. "
"32",150,203,0,0,1,0,1,0,0,0,"","",0,0,0,"Confederaci�n de Funcionarios del Estado (COFE)","La COFE realiza un paro nacional de 24 hs en exigencia de un aumento del 25% para compensar la pérdida de poder adquisitivo de los trabajadores estatales."
