Line,Month,Day,Protest,March/Demonstration,Strike,Occupation,Blockade,Hunger Strike,Location,Number,Police,Violence,Damage,Organization
85,,,1,,,,1,,"San Pedro Sula, Cortés",1500~,,,,Alumnos del Instituto José Trinidad Reyes
86,,,,,,,,,,,,,,
87,,,1,,,,1,,,600+,,,,
88,,,,,,,,,,,,,,
89,,1,,,,,,,,,,,,
90,,,,,,,,,,,,,,
91,,,1,,1,,,,"San Pedro Sula, Cortés",,,,,
92,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,
96,,1,,,,,,,,,,,,
97,,,,,,,,,,,,,,
98,,,1,1,,,,,"Tegucigalpa, Francisco Morazán",,,,,
99,,,,,,,,,,,,,,
100,,1,,,,,,,,,,,,
101,,,,,,,,,,,,,,
102,,,1,,,1,,,"Tegucigalpa, Francisco Morazán",2000~,,,,
103,,,,,,,,,,,,,,
104,,1,,,,,,,,,,,,
105,,,,,,,,,,,,,,
106,,,1,,,,1,,,100+,,,,
107,,,,,,,,,,,,,,
108,,1,,,,,,,,,,,,
109,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,
114,1,,,,,,,,,,,,,
115,,,,,,,,,,,,,,
116,,1,,,,,,,,,,,,
117,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,
121,,,1,,,,1,,"Villanueva, Cortés",,,,,Alumnos y maestros del Instituto Unión y Esfuerzo
122,,,,,,,,,,,,,,
123,,1,,,,,,,,,,,,
124,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,
127,,1,,,,,,,,,,,,
128,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,
131,,1,,,,,,,,,,,,
132,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,
135,,1,,,,,,,,,,,,
136,,,,,,,,,,,,,,
137,,,1,1,,,,,,500~,,,,"Indígenas Lencas, Comité de Organizaciones Populares e Indígenas de Honduras (COPINH)"
138,,,,,,,,,,,,,,
139,,1,,,,,,,,,,,,
140,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,
146,,1,,,,,,,,,,,,
147,,,,,,,,,,,,,,
148,,,1,1,,,,,"Tegucigalpa, Francisco Morazán",5000+,,,,
149,,,,,,,,,,,,,,
150,,1,,,,,,,,,,,,
151,,,,,,,,,,,,,,
152,,,1,,,,,1,,22,,,,Comité de Organizaciones Populares e Indígenas de Honduras (COPINH)
153,,,,,,,,,,,,,,
154,,1,,,,,,,,,,,,
155,,,,,,,,,,,,,,
156,,,1,1,,,,,"Tegucigalpa, Francisco Morazán",15000+,1,1,1,Bloque Popular
